account_uuid,state,industry,subindustry,year_established,annual_revenue,total_payroll,business_structure,num_employees,region
5b7dc0c6-523ce-8277-13852-a9eea5b460,FL,Other Services,All Other Personal Services,2017.0,40000.0,35000.0,Individual,0.0,South
95d00994-76e9-4bf4-b026-bca5b6774b97,IN,Contractors,Roofing Contractors,2018.0,100000.0,50000.0,Limited Liability Company,2.0,Midwest
539b9fa5-a30b-44d9-923b-48ea5fa8daa9,TX,Contractors,Residential Remodelers,2006.0,25000.0,0.0,Individual,0.0,South
296bec04-e6bfe-c852-dfa78-ca8bb61862,FL,Finance and Insurance,Insurance Agencies and Brokerages,2011.0,30000.0,30000.0,Limited Liability Company,0.0,South
3b1caa60-11f4a-6a31-6a460-9822449216,TX,Food and Accommodation,Limited-Service Restaurants,2015.0,80000.0,0.0,Limited Liability Company,0.0,South
10e6d4c6-41d58-ef3c-d7562-877693349c,GA,"Sports, Arts, Entertainment, and Recreation","Promoters of Performing Arts, Sports, and Similar Events without Facilities",2016.0,5000.0,1.0,Other,0.0,South
65db1c16-0105-4b07-a0f5-4a81d207afba,TX,Administrative Services and Building Maintenance,Janitorial Services,2017.0,55000.0,15000.0,Limited Liability Company,4.0,South
b55dfe9b-c0a99-62fb-c13c9-a0eb166980,NC,Consultants,Administrative Management and General Management Consulting Services,2018.0,10000.0,0.0,Individual,0.0,South
7d500382-ae61-4b91-bc77-d93d962381dd,FL,"Sports, Arts, Entertainment, and Recreation",Sports Teams and Clubs,2018.0,0.0,0.0,Limited Liability Company,0.0,South
9931629e-506f0-4de9-feb06-be87406a3d,NJ,Transportation and Warehousing,Used Household and Office Goods Moving,2016.0,50000.0,30000.0,Limited Liability Company,0.0,Northeast
eede4aca-c812-4e82-9d59-593b48c9d6de,TN,Retail Trade,Pet and Pet Supplies Stores,2002.0,125000.0,35000.0,Individual,1.0,South
8b762068-9577-4b4f-8a1c-a81510903e9f,PA,Non Profits,Religious Organizations,2010.0,25000.0,10000.0,Corporation,1.0,Northeast
e97f59d2-6021-44ed-8d7b-2cc10f1679e0,PA,Contractors,Residential Remodelers,2018.0,50000.0,30000.0,Limited Liability Company,2.0,Northeast
77cb114d-af4a-4dee-8237-2ad92ad333b4,FL,Education,All Other Miscellaneous Schools and Instruction,2018.0,50000.0,0.0,Individual,0.0,South
8a0dfa8e-b1b47-f710-5d1cd-3383a316b7,CO,Administrative Services and Building Maintenance,Janitorial Services,2017.0,30000.0,20000.0,Limited Liability Company,2.0,West
262eab2b-0a13-46fe-95ba-3eb12eec2c62,WI,Other Services,All Other Personal Services,2018.0,26000.0,0.0,Limited Liability Company,0.0,Midwest
433f8faf-766d2-1cbb-4fb67-3042b2c7f1,FL,Unknown,Unknown,2017.0,15000.0,1200.0,Not sure yet,0.0,South
1efa90c7-e6f2b-63aa-2cd13-a550a13ed8,NY,Administrative Services and Building Maintenance,Janitorial Services,2017.0,15000.0,35000.0,Corporation,1.0,Northeast
46fb80fb-a127-4271-a7b2-536c373e2585,IN,"Professional, Scientific and Technical Services",Building Inspection Services,2018.0,100000.0,0.0,Limited Liability Company,0.0,Midwest
38466c92-b7208-2419-8fe11-5d1f2e8015,IL,"Professional, Scientific and Technical Services",Computer Systems Design Services,2008.0,100000.0,90000.0,Individual,0.0,Midwest
7a3f2e00-3473a-4630-26098-423f45cacd,CA,Real Estate,Offices of Real Estate Agents and Brokers,2007.0,320000.0,300000.0,Individual,11.0,West
62f95601-e186-4098-bd50-84e2db61cfbe,MD,Administrative Services and Building Maintenance,Janitorial Services,2010.0,100000.0,15000.0,Individual,1.0,South
78a2d676-46d02-30df-cd377-08505e40ae,MD,Retail Trade,Sporting Goods Stores,1997.0,300000.0,300000.0,Corporation,4.0,South
959bb981-92204-bcf4-931a9-953544ca52,LA,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2016.0,70000.0,0.0,Limited Liability Company,0.0,South
cb65c516-c2fc-4213-a018-da10b088adb1,AZ,Other Services,All Other Personal Services,2018.0,40000.0,0.0,Individual,0.0,West
824eb39b-bb58a-cb00-6577c-fbb9a69793,NJ,Food and Accommodation,Limited-Service Restaurants,2016.0,30000.0,5000.0,Limited Liability Company,5.0,Northeast
65a52594-f1e4-4e9b-a929-c980e3a2678f,FL,Administrative Services and Building Maintenance,Janitorial Services,2018.0,10000.0,1000.0,Limited Liability Company,1.0,South
4231c1b9-d00f-4fef-b449-c882bc547b3c,NV,"Professional, Scientific and Technical Services",Building Inspection Services,2017.0,30000.0,0.0,Limited Liability Company,0.0,West
ce6bd378-28657-0238-ae580-35a39c6434,VA,Healthcare,Child Day Care Services,2017.0,100000.0,0.0,Individual,0.0,South
8dae6132-16a3-4fec-82d3-bade8a84671b,NY,Manufacturing,Surface Active Agent Manufacturing,2015.0,1500000.0,160000.0,Corporation,2.0,Northeast
a491bab9-2ff4-483e-9fba-8857e22c5813,NV,Consultants,Administrative Management and General Management Consulting Services,2009.0,100000.0,0.0,Limited Liability Company,0.0,West
86d71b6a-fec7a-4cf8-2633c-865b694e66,ID,Contractors,Finish Carpentry Contractors,2001.0,480000.0,90000.0,Limited Liability Company,3.0,West
64e46e42-8a1c1-780e-bf721-d768922525,GA,Other Services,Professional Employer Organizations,2017.0,500000.0,0.0,Limited Liability Company,0.0,South
9bef1f5e-9af5-4d60-89ed-a0f07706d61b,LA,Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",2010.0,60000.0,0.0,Corporation,0.0,South
bfb724ae-7cd6-47e4-a8e7-7a642181de5f,FL,Unknown,Unknown,2018.0,36000.0,0.0,Individual,0.0,South
3af01f3b-2940a-ddfc-127ab-bcc35102be,FL,Retail Trade,Electronic Shopping,2017.0,35000.0,0.0,Corporation,0.0,South
7c3e8d4c-6da7f-b035-a9d7d-5444b77979,KS,Other Services,General Automotive Repair,2013.0,90000.0,0.0,Individual,0.0,Midwest
c0231643-51f71-921d-0032a-562e833bef,TX,Retail Trade,Art Dealers,2017.0,10000.0,0.0,Individual,0.0,South
db821f0d-da8c2-3632-d3b52-aa9742c491,MO,Food and Accommodation,Hotels (except Casino Hotels) and Motels,2016.0,200000.0,50000.0,Limited Liability Company,3.0,Midwest
f918abf0-9d23-4dc1-92ae-a877fa2e32f5,NY,Contractors,Residential Remodelers,2018.0,45000.0,0.0,Individual,0.0,Northeast
f2fed3c0-b95cb-d6a4-5c844-e0f3534eec,TN,Administrative Services and Building Maintenance,Janitorial Services,2017.0,30000.0,10000.0,Limited Liability Company,1.0,South
2cd7460e-aafa-44d1-9890-3190c99ea68c,NV,Contractors,Residential Remodelers,2015.0,125000.0,50000.0,Limited Liability Company,2.0,West
06599bda-83a87-b8e2-d01c5-71452bd0b8,WA,Food and Accommodation,Caterers,2017.0,20000.0,10000.0,Limited Liability Company,0.0,West
9e3c2e59-e8c1-471e-b8a7-f6c3aa561723,AZ,Other Services,Beauty Salons,2014.0,10000.0,2800.0,Corporation,2.0,West
6172289f-c80c7-1be3-be489-5674c76250,OH,Other Services,Temporary Help Services,2017.0,304000.0,304000.0,Partnership,0.0,Midwest
16f8234c-c217e-88cf-8e345-d338c7580f,FL,Retail Trade,Landscaping Services,2017.0,27000.0,0.0,Individual,0.0,South
72d3fe90-16064-8c81-3fe48-0d9973fdb4,FL,Administrative Services and Building Maintenance,Office Administrative Services,2017.0,75000.0,50000.0,Individual,2.0,South
da2d6e9c-2860-42c9-90fb-2c12e58cc194,AL,Construction,New Single-Family Housing Construction (except For-Sale Builders),1980.0,260000.0,0.0,Individual,0.0,South
ef8c53e6-43433-d814-fdd49-8aab8aa5c1,NY,"Professional, Scientific and Technical Services",Tax Preparation Services,2017.0,65000.0,10500.0,Corporation,2.0,Northeast
9c83d015-7d83b-9282-8c85e-6ab18e316a,CA,"Professional, Scientific and Technical Services",Public Relations Agencies,2017.0,50000.0,0.0,Limited Liability Company,0.0,West
7b102008-e55e9-fa7d-0e00f-ea469aae2c,NJ,Administrative Services and Building Maintenance,Janitorial Services,2017.0,12000.0,0.0,Individual,0.0,Northeast
283d087b-f4e99-e3d6-93256-ce172f36cf,FL,Retail Trade,Landscaping Services,2018.0,30000.0,0.0,Limited Liability Company,0.0,South
8a652f32-28893-03a7-2219d-f3a35ed571,CA,Other Services,Other Electronic and Precision Equipment Repair and Maintenance,2017.0,60000.0,0.0,Individual,0.0,West
05624a86-f7522-3aae-30982-30c338924f,PA,Retail Trade,Household Appliance Stores,1928.0,1000000.0,0.0,Corporation,0.0,Northeast
dfe2f281-086ab-d806-18487-cd51cb4be3,GA,Retail Trade,Clothing Accessories Stores,2017.0,100000.0,90000.0,Partnership,0.0,South
19acb020-d8f7-46a9-b8e8-71d8a6ad4ad9,GA,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2015.0,74000.0,0.0,Individual,0.0,South
f6c12184-70c9-44bc-b389-88eaf65341df,CA,Other Services,General Automotive Repair,2018.0,50000.0,0.0,Partnership,0.0,West
f9467f7c-fb9b7-30ac-204c2-29d6909a90,NY,"Professional, Scientific and Technical Services",Graphic Design Services,2017.0,30000.0,0.0,Limited Liability Company,0.0,Northeast
56fbb5c0-1363e-c6f1-9eeb3-425573e068,FL,Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",2015.0,60000.0,30000.0,Corporation,1.0,South
6dc0f6e3-7573-491d-9291-e6459d286472,IL,Retail Trade,Landscaping Services,2018.0,25000.0,0.0,Individual,0.0,Midwest
eef3d2bd-85f8-4e5e-b20d-7e171eff4930,NC,Non Profits,Religious Organizations,2012.0,15000.0,0.0,Non-Profit,0.0,South
b55ccf06-5f562-b282-76ebf-14160d70fc,MI,Administrative Services and Building Maintenance,Janitorial Services,2017.0,27000.0,0.0,Individual,0.0,Midwest
9ec4bd5f-f3df-42f9-bb13-d2044121d39c,KY,Food and Accommodation,Caterers,2017.0,55000.0,0.0,Limited Liability Company,0.0,South
01177637-55e3-44c6-9900-245af14f8ee6,CT,Consultants,Marketing Consulting Services,2017.0,90000.0,30000.0,Corporation,1.0,Northeast
ca0e41bc-452fb-3c0a-d35ff-03ee8320ba,CA,Healthcare,"Offices of Physicians, Mental Health Specialists",1998.0,400000.0,240000.0,Corporation,1.0,West
60e38e67-f2bb-42aa-8665-f2e9aa7b1ebd,CA,Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",2018.0,20000.0,0.0,Individual,0.0,West
bdcffe6e-008bd-d9d0-ef139-16304c3871,ME,Contractors,Residential Remodelers,2017.0,60000.0,5000.0,Individual,1.0,Northeast
03aecb9b-f8ede-ac5e-e52f1-f71dcd5ed2,CA,Consultants,Administrative Management and General Management Consulting Services,1997.0,75000.0,0.0,Corporation,0.0,West
838e3665-34958-a0e2-5eada-c2ec327337,VA,Healthcare,Child Day Care Services,2012.0,60000.0,0.0,Individual,0.0,South
21d7780f-ab6ca-8327-e7d73-87c15066c5,GA,Transportation and Warehousing,"Specialized Freight (except Used Goods) Trucking, Local",2017.0,70000.0,0.0,Limited Liability Company,0.0,South
ce8e3564-49e1-45f0-9c1d-b0487f242181,FL,Retail Trade,Landscaping Services,2018.0,75000.0,25000.0,Individual,4.0,South
ce396817-4baf-416d-8217-bf878e152d02,TX,Administrative Services and Building Maintenance,Janitorial Services,2018.0,20000.0,20000.0,Individual,4.0,South
b4ce285a-221e-4075-a961-25ee0f793e78,TX,Unknown,Unknown,1988.0,45000.0,0.0,Individual,0.0,South
99b2e4c5-5158-459c-ba1a-fea76e6b5e73,FL,Contractors,Residential Remodelers,2017.0,50000.0,0.0,Limited Liability Company,0.0,South
d8f27e0a-1727d-b669-02bfa-9324b0e82d,CA,Food and Accommodation,Limited-Service Restaurants,2017.0,130000.0,0.0,Individual,0.0,West
2d36f2df-9086-4659-af67-814a6147292f,SC,Retail Trade,Furniture Stores,1986.0,500000.0,0.0,Corporation,0.0,South
114d308a-9539-4a87-8e0b-5e0dbba2e2b5,GA,"Professional, Scientific and Technical Services",Computer Systems Design Services,2016.0,50000.0,0.0,Limited Liability Company,0.0,South
a4137c12-87c5f-e917-2fb98-bae3f95912,FL,Retail Trade,Food (Health) Supplement Stores,2015.0,365000.0,105000.0,Corporation,6.0,South
c00f00db-7450-4fb6-a97f-b9df92e9c60d,SC,Food and Accommodation,Full-Service Restaurants,2015.0,135000.0,25000.0,Individual,3.0,South
cf921f6a-c0c8f-0132-1285c-b39e1503c2,MI,Wholesale Trade,Farm Supplies Merchant Wholesalers,2015.0,1000000.0,200000.0,Corporation,3.0,Midwest
91c8aa66-89b9-4a22-802d-e7b92af94278,MD,Non Profits,Religious Organizations,1997.0,50000.0,0.0,Non-Profit,0.0,South
a682af28-c3df5-1687-87827-22e180102d,IL,"Sports, Arts, Entertainment, and Recreation","Independent Artists, Writers, and Performers",2017.0,10000.0,0.0,Individual,0.0,Midwest
46e71dc1-95d61-b0a1-6195c-64cc1ddf2f,FL,"Professional, Scientific and Technical Services",Building Inspection Services,2017.0,50000.0,0.0,Corporation,0.0,South
1b3afdce-a9a7b-7dcf-6431c-f8e2347511,WY,"Agriculture, Forestry, Fishing and Hunting",Logging,2017.0,250000.0,0.0,Individual,0.0,West
88d8d2d7-b9b6-4676-aa56-fc1216457842,DC,Food and Accommodation,Drinking Places (Alcoholic Beverages),2003.0,500000.0,160000.0,Corporation,10.0,Northeast
599a33b9-754c-45dc-b628-00b0cf7b1781,DC,Food and Accommodation,Limited-Service Restaurants,1998.0,300000.0,0.0,Limited Liability Company,0.0,Northeast
888f1fa1-5718a-ac5b-33fda-165df1cee8,SC,Food and Accommodation,Limited-Service Restaurants,2017.0,20000.0,1000.0,Individual,1.0,South
cd3fa3dc-2ea22-233e-82e1b-6b93b1b257,UT,Wholesale Trade,Office Equipment Merchant Wholesalers,2013.0,1900000.0,70000.0,Limited Liability Company,2.0,West
01af08d0-3eb8-4b5d-a558-ee5b5b063e75,GA,Other Services,Beauty Salons,2017.0,94080.0,0.0,Limited Liability Company,0.0,South
4717787f-9a0a-4b5f-bb99-f040c4aa51e2,CA,Manufacturing,Hosiery and Sock Mills,2017.0,220000.0,0.0,Corporation,0.0,West
f375ff5b-21874-b024-22675-7a3fb6d045,CA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,20000.0,0.0,Individual,0.0,West
4191132c-3e87b-4735-ee84c-d51da474d7,FL,Retail Trade,Landscaping Services,2017.0,80000.0,20000.0,Other,2.0,South
0ded9fb1-13ab-48fd-b58b-50367b142b6b,FL,Other Services,Civic and Social Organizations,1960.0,413700.0,0.0,Non-Profit,0.0,South
b1880fcc-00a90-140a-96e09-f60d44a715,CA,Manufacturing,Apparel Accessories and Other Apparel Manufacturing,2014.0,80000.0,0.0,Individual,0.0,West
9f538cc3-81ae0-475d-390fe-a5aef7f391,CO,Contractors,Finish Carpentry Contractors,2017.0,50000.0,0.0,Individual,0.0,West
517dc34a-e0f17-8422-44067-b80c4b2c35,NY,"Professional, Scientific and Technical Services",Interior Design Services,2011.0,200000.0,33600.0,Corporation,1.0,Northeast
b8fe4555-3c2a4-893a-85d1b-2f5e6402d0,AZ,"Professional, Scientific and Technical Services",Engineering Services,2017.0,75000.0,0.0,Individual,0.0,West
9013ec57-b714-47f8-8bc1-c337f0b9f155,TN,Food and Accommodation,Limited-Service Restaurants,2018.0,80000.0,50000.0,Individual,3.0,South
df20514d-d9d77-2ce6-176f4-b0f16589eb,AL,Other Services,Appliance Repair and Maintenance,2008.0,250000.0,20000.0,Individual,0.0,South
f3fd19d0-8837-44e2-bf81-6e3b2fc32079,MA,Other Services,Car Washes,2017.0,30000.0,0.0,Limited Liability Company,0.0,Northeast
d34304a5-0b8a1-ef82-8957d-bd467beda6,WA,Other Services,Civic and Social Organizations,2017.0,98339.0,0.0,Non-Profit,0.0,West
00ce36e2-4c30-4de4-ac9c-75f46c010c12,WI,Unknown,Unknown,2016.0,200000.0,0.0,Limited Liability Company,0.0,Midwest
29debf95-0ba93-c4d0-f99da-654ad7d2b5,AL,Food and Accommodation,Snack and Nonalcoholic Beverage Bars,2017.0,60000.0,0.0,Individual,0.0,South
217f8ed0-e6435-e11b-de764-0d55ba5426,NJ,Contractors,All Other Specialty Trade Contractors,2015.0,1000000.0,200000.0,Corporation,5.0,Northeast
97e682f4-453b5-e7e8-24353-0ce6209063,PA,Contractors,Painting and Wall Covering Contractors,2011.0,25000.0,0.0,Limited Liability Company,0.0,Northeast
7626b2fd-cb69f-e9d3-76aff-e93523f9a1,CA,Retail Trade,Electronic Shopping,2017.0,20000.0,0.0,Corporation,6.0,West
ef1874d1-7a3a9-f7be-74fb5-9579a6e16d,OR,Contractors,Flooring Contractors,2017.0,30000.0,0.0,Individual,0.0,West
7edb32d2-10ff-4371-b149-b18a18a6c369,OH,Administrative Services and Building Maintenance,Other Services to Buildings and Dwellings,2018.0,15000.0,0.0,Limited Liability Company,0.0,Midwest
0cbf463f-4f09a-07ce-60ec8-e1d348b040,KS,Contractors,Painting and Wall Covering Contractors,1992.0,25000.0,5600.0,Individual,1.0,Midwest
ab541960-3d93f-51cf-ecdd7-75128997ef,MA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,90000.0,27000.0,Limited Liability Company,3.0,Northeast
e954c97b-8f18-4082-a23b-e9c9bfb91f2d,FL,"Technology, Media and Telecommunications",Book Publishers,2018.0,12000.0,0.0,Individual,0.0,South
19853861-dd3ea-6101-14987-9e7e6fbdb2,GA,Contractors,Finish Carpentry Contractors,2017.0,50000.0,0.0,Limited Liability Company,0.0,South
653659ec-77613-5f2e-23cb3-7a606707dc,FL,Unknown,Unknown,2009.0,60000.0,35000.0,Corporation,0.0,South
0c0653c6-16575-d219-c104e-bac68e277f,AL,Other Services,Security Systems Services (except Locksmiths),2015.0,800000.0,0.0,Corporation,0.0,South
63849e8e-31ab-4115-b096-d920a1dd82aa,CA,Contractors,All Other Specialty Trade Contractors,1980.0,130000.0,0.0,Individual,0.0,West
08362b80-dd523-04ad-d4ed0-84eb73c2d3,NY,Other Services,Travel Agencies,2017.0,100000.0,80000.0,Limited Liability Company,2.0,Northeast
db84f7e0-87e62-6202-c2c8d-2a63b6ed22,FL,Food and Accommodation,Mobile Food Services,2017.0,50000.0,0.0,Limited Liability Company,0.0,South
1237419e-38185-a7a0-f3b21-91847ec8d4,FL,Contractors,Residential Remodelers,2017.0,10000.0,12000.0,Individual,1.0,South
8d597b15-63965-345e-624ca-80cbc717e8,WA,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses),2017.0,80000.0,0.0,Limited Liability Company,0.0,West
5756b61e-8dee-49ed-99b9-4fd5b6a4c53e,CA,Other Services,Commercial Printing (except Screen and Books),2014.0,200000.0,0.0,Corporation,0.0,West
ef594d9b-4b363-83fc-cdc64-7dc2639577,NM,Finance and Insurance,Insurance Agencies and Brokerages,1999.0,60000.0,28000.0,Limited Liability Company,1.0,West
f0d83ad0-2c998-94cf-cfc61-d7416d3376,NY,"Professional, Scientific and Technical Services","Photography Studios, Portrait",2017.0,50000.0,0.0,Individual,0.0,Northeast
0ef42a27-84bd3-2547-b645a-b7d8a85d36,WI,Retail Trade,Landscaping Services,2013.0,50000.0,20000.0,Individual,1.0,Midwest
f3ce095e-b963-441d-b8f5-cd6033bd6452,UT,"Professional, Scientific and Technical Services",Building Inspection Services,2016.0,100000.0,0.0,Limited Liability Company,0.0,West
20b2ed63-5bdb8-bf1a-70b8f-7ed1155059,OR,Administrative Services and Building Maintenance,Janitorial Services,2017.0,35000.0,0.0,Individual,0.0,West
f8d9df41-eaed7-9633-aa8b5-87c8dab88e,CA,Food and Accommodation,Full-Service Restaurants,2017.0,1300000.0,400000.0,Limited Liability Company,10.0,West
14484d47-55141-a522-97bd5-4ebf3509bf,SC,Other Services,Barber Shops,2017.0,50000.0,0.0,Individual,0.0,South
13113aa5-a23f4-140f-754c2-adb56f25a6,NV,Consultants,Administrative Management and General Management Consulting Services,2017.0,20000.0,20000.0,Individual,0.0,West
a51d98bf-6bfed-7a10-be9bc-c1290e3e04,AR,Contractors,Residential Remodelers,2017.0,150000.0,0.0,Limited Liability Company,0.0,South
2ed53131-e771f-140f-e622b-448857e488,MN,Contractors,Painting and Wall Covering Contractors,2015.0,30000.0,22000.0,Limited Liability Company,0.0,Midwest
6424cdfb-bb44d-24f6-0e4a3-454ede4114,MO,Other Services,Exterminating and Pest Control Services,2017.0,10000.0,0.0,Individual,0.0,Midwest
c28eec84-911f-4a73-b08d-5a78a175a0ac,IL,Food and Accommodation,Caterers,2016.0,40000.0,0.0,Individual,0.0,Midwest
5e12bf44-f834-42d1-a3ed-0e6202f3d2bd,NJ,Other Services,Pet Care (except Veterinary) Services,2014.0,1000000.0,30000.0,Limited Liability Company,1.0,Northeast
014698a5-e7c74-c6f0-f26c4-1a883fa8d4,LA,Other Services,All Other Support Services,2017.0,50000.0,0.0,Limited Liability Company,0.0,South
717bfbd4-7f7f2-f04a-529ac-c0a0f4018a,FL,Food and Accommodation,Limited-Service Restaurants,2017.0,65000.0,20000.0,Limited Liability Company,1.0,South
8c51bcb1-23e5-4f50-9c3d-848a489f52a6,OH,Administrative Services and Building Maintenance,Other Services to Buildings and Dwellings,2018.0,50000.0,0.0,Limited Liability Company,0.0,Midwest
a6a4d719-ce27-421f-9e70-bb5274983ca8,GA,Administrative Services and Building Maintenance,Janitorial Services,2014.0,50000.0,6000.0,Corporation,1.0,South
e4117e3c-b293-4c68-95c4-1e64ba441c43,VA,Contractors,Flooring Contractors,2018.0,200000.0,0.0,Corporation,0.0,South
38d15e0a-13d72-317c-4a80f-bfb0af0b59,NJ,Transportation and Warehousing,"Specialized Freight (except Used Goods) Trucking, Long-Distance",2017.0,80000.0,80000.0,Limited Liability Company,0.0,Northeast
74b8276c-cb1c4-38f0-5a23a-b1a484729e,IN,Contractors,Painting and Wall Covering Contractors,2017.0,20000.0,2500.0,Individual,2.0,Midwest
